region,x,y,z,network,hemisphere,structure
17Networks_LH_SalVentAttnB_Ins_1,-33.0,20.0,5.0,SalVentAttnB,L,cortical
17Networks_LH_SalVentAttnB_PFCmp_1,-6.0,30.0,25.0,SalVentAttnB,L,cortical
17Networks_LH_LimbicB_OFC_1,-24.0,22.0,-20.0,LimbicB,L,cortical
17Networks_LH_LimbicB_OFC_2,-10.0,35.0,-21.0,LimbicB,L,cortical
17Networks_LH_LimbicA_TempPole_1,-29.0,-6.0,-39.0,LimbicA,L,cortical
17Networks_LH_LimbicA_TempPole_2,-45.0,-20.0,-30.0,LimbicA,L,cortical
17Networks_LH_LimbicA_TempPole_3,-28.0,10.0,-34.0,LimbicA,L,cortical
17Networks_LH_LimbicA_TempPole_4,-43.0,8.0,-19.0,LimbicA,L,cortical
17Networks_LH_ContA_Temp_1,-57.0,-60.0,-1.0,ContA,L,cortical
17Networks_LH_ContA_IPS_1,-35.0,-62.0,48.0,ContA,L,cortical
17Networks_LH_ContA_IPS_2,-45.0,-42.0,46.0,ContA,L,cortical
17Networks_LH_ContA_IPS_3,-33.0,-49.0,47.0,ContA,L,cortical
17Networks_LH_ContA_PFCd_1,-22.0,6.0,62.0,ContA,L,cortical
17Networks_LH_ContA_PFClv_1,-42.0,40.0,16.0,ContA,L,cortical
17Networks_LH_ContA_PFCl_1,-44.0,20.0,27.0,ContA,L,cortical
17Networks_LH_ContA_PFCl_2,-48.0,6.0,29.0,ContA,L,cortical
17Networks_LH_ContA_PFCl_3,-43.0,6.0,43.0,ContA,L,cortical
17Networks_LH_ContA_Cingm_1,-3.0,4.0,30.0,ContA,L,cortical
17Networks_LH_ContB_Temp_1,-61.0,-43.0,-13.0,ContB,L,cortical
17Networks_LH_ContB_IPL_1,-53.0,-51.0,46.0,ContB,L,cortical
17Networks_LH_ContB_PFCl_1,-40.0,19.0,49.0,ContB,L,cortical
17Networks_LH_ContB_PFClv_1,-42.0,49.0,-6.0,ContB,L,cortical
17Networks_LH_ContB_PFClv_2,-28.0,58.0,8.0,ContB,L,cortical
17Networks_LH_ContC_pCun_1,-9.0,-73.0,38.0,ContC,L,cortical
17Networks_LH_ContC_pCun_2,-6.0,-60.0,57.0,ContC,L,cortical
17Networks_LH_ContC_Cingp_1,-5.0,-29.0,28.0,ContC,L,cortical
17Networks_LH_DefaultA_IPL_1,-46.0,-66.0,38.0,DefaultA,L,cortical
17Networks_LH_DefaultA_PFCd_1,-24.0,25.0,49.0,DefaultA,L,cortical
17Networks_LH_DefaultA_pCunPCC_1,-5.0,-55.0,27.0,DefaultA,L,cortical
17Networks_LH_DefaultA_pCunPCC_2,-4.0,-31.0,36.0,DefaultA,L,cortical
17Networks_LH_DefaultA_pCunPCC_3,-6.0,-54.0,42.0,DefaultA,L,cortical
17Networks_LH_DefaultA_PFCm_1,-6.0,36.0,-10.0,DefaultA,L,cortical
17Networks_LH_DefaultA_PFCm_2,-12.0,63.0,-6.0,DefaultA,L,cortical
17Networks_LH_DefaultA_PFCm_3,-6.0,44.0,7.0,DefaultA,L,cortical
17Networks_LH_DefaultB_Temp_1,-47.0,8.0,-33.0,DefaultB,L,cortical
17Networks_LH_DefaultB_Temp_2,-60.0,-19.0,-22.0,DefaultB,L,cortical
17Networks_LH_DefaultB_Temp_3,-56.0,-6.0,-12.0,DefaultB,L,cortical
17Networks_LH_DefaultB_Temp_4,-58.0,-30.0,-4.0,DefaultB,L,cortical
17Networks_LH_DefaultB_IPL_1,-57.0,-54.0,28.0,DefaultB,L,cortical
17Networks_LH_DefaultB_PFCd_1,-8.0,59.0,21.0,DefaultB,L,cortical
17Networks_LH_DefaultB_PFCd_2,-11.0,47.0,45.0,DefaultB,L,cortical
17Networks_LH_DefaultB_PFCd_3,-3.0,33.0,43.0,DefaultB,L,cortical
17Networks_LH_DefaultB_PFCd_4,-9.0,17.0,63.0,DefaultB,L,cortical
17Networks_LH_DefaultB_PFCv_1,-35.0,20.0,-13.0,DefaultB,L,cortical
17Networks_LH_DefaultB_PFCv_2,-32.0,42.0,-13.0,DefaultB,L,cortical
17Networks_LH_DefaultB_PFCv_3,-46.0,31.0,-7.0,DefaultB,L,cortical
17Networks_LH_DefaultB_PFCv_4,-52.0,22.0,8.0,DefaultB,L,cortical
17Networks_LH_DefaultC_IPL_1,-39.0,-80.0,31.0,DefaultC,L,cortical
17Networks_LH_DefaultC_Rsp_1,-11.0,-56.0,13.0,DefaultC,L,cortical
17Networks_LH_DefaultC_PHC_1,-26.0,-32.0,-18.0,DefaultC,L,cortical
17Networks_LH_TempPar_1,-58.0,-43.0,7.0,TempPar,L,cortical
17Networks_LH_TempPar_2,-48.0,-57.0,18.0,TempPar,L,cortical
17Networks_RH_VisCent_ExStr_1,29.0,-69.0,-12.0,VisCent,R,cortical
17Networks_RH_VisCent_ExStr_2,48.0,-71.0,-6.0,VisCent,R,cortical
17Networks_RH_VisCent_Striate_1,11.0,-92.0,-5.0,VisCent,R,cortical
17Networks_RH_VisCent_ExStr_3,31.0,-94.0,-4.0,VisCent,R,cortical
17Networks_RH_VisCent_ExStr_4,42.0,-80.0,10.0,VisCent,R,cortical
17Networks_RH_VisCent_ExStr_5,20.0,-90.0,22.0,VisCent,R,cortical
17Networks_RH_VisPeri_ExStrInf_1,12.0,-65.0,-5.0,VisPeri,R,cortical
17Networks_RH_VisPeri_ExStrInf_2,16.0,-46.0,-1.0,VisPeri,R,cortical
17Networks_RH_VisPeri_StriCal_1,9.0,-75.0,9.0,VisPeri,R,cortical
17Networks_RH_VisPeri_ExStrSup_1,22.0,-60.0,7.0,VisPeri,R,cortical
17Networks_RH_VisPeri_ExStrSup_2,11.0,-74.0,26.0,VisPeri,R,cortical
17Networks_RH_VisPeri_ExStrSup_3,16.0,-85.0,39.0,VisPeri,R,cortical
17Networks_RH_SomMotA_1,51.0,-22.0,52.0,SomMotA,R,cortical
17Networks_RH_SomMotA_2,47.0,-11.0,48.0,SomMotA,R,cortical
17Networks_RH_SomMotA_3,7.0,-11.0,51.0,SomMotA,R,cortical
17Networks_RH_SomMotA_4,40.0,-24.0,57.0,SomMotA,R,cortical
17Networks_RH_SomMotA_5,32.0,-40.0,64.0,SomMotA,R,cortical
17Networks_RH_SomMotA_6,33.0,-21.0,65.0,SomMotA,R,cortical
17Networks_RH_SomMotA_7,29.0,-34.0,65.0,SomMotA,R,cortical
17Networks_RH_SomMotA_8,22.0,-9.0,67.0,SomMotA,R,cortical
17Networks_RH_SomMotA_9,10.0,-39.0,69.0,SomMotA,R,cortical
17Networks_RH_SomMotA_10,6.0,-23.0,69.0,SomMotA,R,cortical
17Networks_RH_SomMotA_11,20.0,-29.0,70.0,SomMotA,R,cortical
17Networks_RH_SomMotB_Aud_1,51.0,-15.0,5.0,SomMotB,R,cortical
17Networks_RH_SomMotB_Aud_2,64.0,-23.0,8.0,SomMotB,R,cortical
17Networks_RH_SomMotB_S2_1,38.0,-13.0,15.0,SomMotB,R,cortical
17Networks_RH_SomMotB_S2_2,44.0,-27.0,18.0,SomMotB,R,cortical
17Networks_RH_SomMotB_S2_3,59.0,0.0,10.0,SomMotB,R,cortical
17Networks_RH_SomMotB_S2_4,56.0,-11.0,14.0,SomMotB,R,cortical
17Networks_RH_SomMotB_Cent_1,58.0,-5.0,31.0,SomMotB,R,cortical
17Networks_RH_DorsAttnA_TempOcc_1,50.0,-53.0,-15.0,DorsAttnA,R,cortical
17Networks_RH_DorsAttnA_ParOcc_1,52.0,-60.0,9.0,DorsAttnA,R,cortical
17Networks_RH_DorsAttnA_SPL_1,33.0,-75.0,32.0,DorsAttnA,R,cortical
17Networks_RH_DorsAttnA_SPL_2,15.0,-73.0,53.0,DorsAttnA,R,cortical
17Networks_RH_DorsAttnA_SPL_3,34.0,-48.0,51.0,DorsAttnA,R,cortical
17Networks_RH_DorsAttnA_SPL_4,26.0,-61.0,58.0,DorsAttnA,R,cortical
17Networks_RH_DorsAttnB_PostC_1,59.0,-16.0,34.0,DorsAttnB,R,cortical
17Networks_RH_DorsAttnB_PostC_2,41.0,-31.0,46.0,DorsAttnB,R,cortical
17Networks_RH_DorsAttnB_PostC_3,8.0,-56.0,61.0,DorsAttnB,R,cortical
17Networks_RH_DorsAttnB_PostC_4,21.0,-48.0,70.0,DorsAttnB,R,cortical
17Networks_RH_DorsAttnB_FEF_1,34.0,-4.0,52.0,DorsAttnB,R,cortical
17Networks_RH_SalVentAttnA_ParOper_1,60.0,-26.0,27.0,SalVentAttnA,R,cortical
17Networks_RH_SalVentAttnA_PrC_1,51.0,4.0,40.0,SalVentAttnA,R,cortical
17Networks_RH_SalVentAttnA_Ins_1,41.0,6.0,-15.0,SalVentAttnA,R,cortical
17Networks_RH_SalVentAttnA_Ins_2,46.0,-4.0,-4.0,SalVentAttnA,R,cortical
17Networks_RH_SalVentAttnA_FrOper_1,43.0,7.0,4.0,SalVentAttnA,R,cortical
17Networks_RH_SalVentAttnA_FrMed_1,7.0,9.0,41.0,SalVentAttnA,R,cortical
17Networks_RH_SalVentAttnA_ParMed_1,10.0,-15.0,41.0,SalVentAttnA,R,cortical
17Networks_RH_SalVentAttnA_ParMed_2,11.0,-36.0,47.0,SalVentAttnA,R,cortical
17Networks_RH_SalVentAttnA_FrMed_2,8.0,3.0,66.0,SalVentAttnA,R,cortical
17Networks_RH_SalVentAttnB_IPL_1,62.0,-37.0,37.0,SalVentAttnB,R,cortical
17Networks_RH_SalVentAttnB_PFClv_1,43.0,45.0,10.0,SalVentAttnB,R,cortical
17Networks_RH_SalVentAttnB_PFCl_1,30.0,48.0,27.0,SalVentAttnB,R,cortical
17Networks_RH_SalVentAttnB_Ins_1,34.0,21.0,-8.0,SalVentAttnB,R,cortical
17Networks_RH_SalVentAttnB_Ins_2,36.0,24.0,5.0,SalVentAttnB,R,cortical
17Networks_RH_SalVentAttnB_PFCmp_1,7.0,31.0,28.0,SalVentAttnB,R,cortical
17Networks_RH_LimbicB_OFC_1,12.0,39.0,-22.0,LimbicB,R,cortical
17Networks_RH_LimbicB_OFC_2,28.0,22.0,-19.0,LimbicB,R,cortical
17Networks_RH_LimbicB_OFC_3,5.0,37.0,-14.0,LimbicB,R,cortical
17Networks_RH_LimbicB_OFC_4,15.0,64.0,-8.0,LimbicB,R,cortical
17Networks_RH_LimbicA_TempPole_1,30.0,9.0,-38.0,LimbicA,R,cortical
17Networks_RH_LimbicA_TempPole_2,47.0,-12.0,-35.0,LimbicA,R,cortical
17Networks_RH_LimbicA_TempPole_3,25.0,-11.0,-32.0,LimbicA,R,cortical
17Networks_RH_LimbicA_TempPole_4,39.0,-35.0,-23.0,LimbicA,R,cortical
17Networks_RH_ContA_IPS_1,37.0,-63.0,47.0,ContA,R,cortical
17Networks_RH_ContA_IPS_2,46.0,-38.0,49.0,ContA,R,cortical
17Networks_RH_ContA_PFCd_1,26.0,7.0,58.0,ContA,R,cortical
17Networks_RH_ContA_PFCl_1,52.0,11.0,21.0,ContA,R,cortical
17Networks_RH_ContA_PFCl_2,46.0,24.0,26.0,ContA,R,cortical
17Networks_RH_ContA_Cingm_1,5.0,3.0,30.0,ContA,R,cortical
17Networks_RH_ContB_Temp_1,61.0,-13.0,-21.0,ContB,R,cortical
17Networks_RH_ContB_Temp_2,63.0,-41.0,-12.0,ContB,R,cortical
17Networks_RH_ContB_IPL_1,51.0,-59.0,44.0,ContB,R,cortical
17Networks_RH_ContB_IPL_2,53.0,-42.0,48.0,ContB,R,cortical
17Networks_RH_ContB_PFCld_1,41.0,33.0,37.0,ContB,R,cortical
17Networks_RH_ContB_PFCld_2,42.0,14.0,49.0,ContB,R,cortical
17Networks_RH_ContB_PFClv_1,36.0,46.0,-13.0,ContB,R,cortical
17Networks_RH_ContB_PFClv_2,29.0,58.0,5.0,ContB,R,cortical
17Networks_RH_ContB_PFCmp_1,7.0,25.0,55.0,ContB,R,cortical
17Networks_RH_ContB_PFCld_3,23.0,24.0,53.0,ContB,R,cortical
17Networks_RH_ContC_pCun_1,14.0,-70.0,37.0,ContC,R,cortical
17Networks_RH_ContC_pCun_2,6.0,-58.0,44.0,ContC,R,cortical
17Networks_RH_ContC_Cingp_1,5.0,-24.0,31.0,ContC,R,cortical
17Networks_RH_DefaultA_IPL_1,54.0,-50.0,28.0,DefaultA,R,cortical
17Networks_RH_DefaultA_PFCd_1,29.0,30.0,42.0,DefaultA,R,cortical
17Networks_RH_DefaultA_pCunPCC_1,7.0,-49.0,31.0,DefaultA,R,cortical
17Networks_RH_DefaultA_PFCm_1,8.0,42.0,4.0,DefaultA,R,cortical
17Networks_RH_DefaultA_PFCm_2,6.0,29.0,15.0,DefaultA,R,cortical
17Networks_RH_DefaultA_PFCm_3,8.0,58.0,18.0,DefaultA,R,cortical
17Networks_RH_DefaultB_Temp_1,63.0,-27.0,-6.0,DefaultB,R,cortical
17Networks_RH_DefaultB_AntTemp_1,47.0,13.0,-30.0,DefaultB,R,cortical
17Networks_RH_DefaultB_PFCd_1,15.0,46.0,44.0,DefaultB,R,cortical
17Networks_RH_DefaultB_PFCv_1,51.0,28.0,0.0,DefaultB,R,cortical
17Networks_RH_DefaultC_IPL_1,47.0,-69.0,27.0,DefaultC,R,cortical
17Networks_RH_DefaultC_Rsp_1,12.0,-55.0,15.0,DefaultC,R,cortical
17Networks_RH_DefaultC_PHC_1,28.0,-36.0,-14.0,DefaultC,R,cortical
17Networks_RH_TempPar_1,55.0,-6.0,-10.0,TempPar,R,cortical
17Networks_RH_TempPar_2,52.0,-31.0,2.0,TempPar,R,cortical
17Networks_RH_TempPar_3,57.0,-45.0,9.0,TempPar,R,cortical
17Networks_RH_TempPar_4,60.0,-39.0,17.0,TempPar,R,cortical
