region,x,y,z,network,hemisphere,structure
17Networks_LH_ContA_PFCl_3,-42.0,12.0,34.0,ContA,L,cortical
17Networks_LH_ContA_PFCl_4,-49.0,2.0,38.0,ContA,L,cortical
17Networks_LH_ContA_Cingm_1,-3.0,6.0,29.0,ContA,L,cortical
17Networks_LH_ContB_Temp_1,-61.0,-35.0,-17.0,ContB,L,cortical
17Networks_LH_ContB_IPL_1,-54.0,-50.0,45.0,ContB,L,cortical
17Networks_LH_ContB_IPL_2,-42.0,-52.0,48.0,ContB,L,cortical
17Networks_LH_ContB_PFClv_1,-42.0,49.0,-6.0,ContB,L,cortical
17Networks_LH_ContB_PFClv_2,-29.0,57.0,7.0,ContB,L,cortical
17Networks_LH_ContB_PFCmp_1,-4.0,27.0,47.0,ContB,L,cortical
17Networks_LH_ContC_pCun_1,-11.0,-69.0,31.0,ContC,L,cortical
17Networks_LH_ContC_pCun_2,-9.0,-76.0,44.0,ContC,L,cortical
17Networks_LH_ContC_pCun_3,-5.0,-65.0,52.0,ContC,L,cortical
17Networks_LH_ContC_Cingp_1,-5.0,-28.0,28.0,ContC,L,cortical
17Networks_LH_DefaultA_IPL_1,-46.0,-66.0,41.0,DefaultA,L,cortical
17Networks_LH_DefaultA_PFCd_1,-23.0,31.0,43.0,DefaultA,L,cortical
17Networks_LH_DefaultA_PFCd_2,-25.0,19.0,53.0,DefaultA,L,cortical
17Networks_LH_DefaultA_pCunPCC_1,-5.0,-52.0,16.0,DefaultA,L,cortical
17Networks_LH_DefaultA_pCunPCC_2,-5.0,-56.0,28.0,DefaultA,L,cortical
17Networks_LH_DefaultA_pCunPCC_3,-5.0,-38.0,35.0,DefaultA,L,cortical
17Networks_LH_DefaultA_pCunPCC_4,-3.0,-17.0,37.0,DefaultA,L,cortical
17Networks_LH_DefaultA_pCunPCC_5,-6.0,-55.0,41.0,DefaultA,L,cortical
17Networks_LH_DefaultA_PFCm_1,-6.0,36.0,-10.0,DefaultA,L,cortical
17Networks_LH_DefaultA_PFCm_2,-6.0,60.0,-1.0,DefaultA,L,cortical
17Networks_LH_DefaultA_PFCm_3,-6.0,44.0,7.0,DefaultA,L,cortical
17Networks_LH_DefaultB_Temp_1,-43.0,12.0,-35.0,DefaultB,L,cortical
17Networks_LH_DefaultB_Temp_2,-58.0,-8.0,-21.0,DefaultB,L,cortical
17Networks_LH_DefaultB_Temp_3,-52.0,-21.0,-8.0,DefaultB,L,cortical
17Networks_LH_DefaultB_Temp_4,-61.0,-35.0,-3.0,DefaultB,L,cortical
17Networks_LH_DefaultB_IPL_1,-45.0,-61.0,24.0,DefaultB,L,cortical
17Networks_LH_DefaultB_IPL_2,-57.0,-54.0,28.0,DefaultB,L,cortical
17Networks_LH_DefaultB_PFCd_1,-18.0,63.0,19.0,DefaultB,L,cortical
17Networks_LH_DefaultB_PFCd_2,-4.0,50.0,31.0,DefaultB,L,cortical
17Networks_LH_DefaultB_PFCd_3,-14.0,46.0,45.0,DefaultB,L,cortical
17Networks_LH_DefaultB_PFCd_4,-12.0,24.0,61.0,DefaultB,L,cortical
17Networks_LH_DefaultB_PFCd_5,-6.0,10.0,64.0,DefaultB,L,cortical
17Networks_LH_DefaultB_PFCl_1,-39.0,19.0,50.0,DefaultB,L,cortical
17Networks_LH_DefaultB_PFCl_2,-42.0,7.0,49.0,DefaultB,L,cortical
17Networks_LH_DefaultB_PFCv_1,-35.0,20.0,-13.0,DefaultB,L,cortical
17Networks_LH_DefaultB_PFCv_2,-32.0,41.0,-13.0,DefaultB,L,cortical
17Networks_LH_DefaultB_PFCv_3,-46.0,31.0,-10.0,DefaultB,L,cortical
17Networks_LH_DefaultB_PFCv_4,-48.0,28.0,1.0,DefaultB,L,cortical
17Networks_LH_DefaultB_PFCv_5,-54.0,19.0,12.0,DefaultB,L,cortical
17Networks_LH_DefaultC_IPL_1,-38.0,-81.0,33.0,DefaultC,L,cortical
17Networks_LH_DefaultC_Rsp_1,-11.0,-51.0,6.0,DefaultC,L,cortical
17Networks_LH_DefaultC_Rsp_2,-13.0,-61.0,19.0,DefaultC,L,cortical
17Networks_LH_DefaultC_PHC_1,-21.0,-18.0,-27.0,DefaultC,L,cortical
17Networks_LH_DefaultC_PHC_2,-29.0,-34.0,-17.0,DefaultC,L,cortical
17Networks_LH_DefaultC_PHC_3,-16.0,-38.0,-11.0,DefaultC,L,cortical
17Networks_LH_TempPar_1,-52.0,8.0,-12.0,TempPar,L,cortical
17Networks_LH_TempPar_2,-57.0,-9.0,-6.0,TempPar,L,cortical
17Networks_LH_TempPar_3,-60.0,-28.0,2.0,TempPar,L,cortical
17Networks_LH_TempPar_4,-56.0,-44.0,9.0,TempPar,L,cortical
17Networks_LH_TempPar_5,-54.0,-53.0,13.0,TempPar,L,cortical
17Networks_RH_VisCent_ExStr_1,35.0,-44.0,-20.0,VisCent,R,cortical
17Networks_RH_VisCent_ExStr_2,26.0,-54.0,-9.0,VisCent,R,cortical
17Networks_RH_VisCent_ExStr_3,28.0,-75.0,-13.0,VisCent,R,cortical
17Networks_RH_VisCent_ExStr_4,47.0,-76.0,-11.0,VisCent,R,cortical
17Networks_RH_VisCent_ExStr_5,7.0,-88.0,-9.0,VisCent,R,cortical
17Networks_RH_VisCent_ExStr_6,24.0,-95.0,-10.0,VisCent,R,cortical
17Networks_RH_VisCent_Striate_1,10.0,-95.0,2.0,VisCent,R,cortical
17Networks_RH_VisCent_ExStr_7,35.0,-89.0,1.0,VisCent,R,cortical
17Networks_RH_VisCent_ExStr_8,18.0,-97.0,14.0,VisCent,R,cortical
17Networks_RH_VisCent_ExStr_9,43.0,-79.0,10.0,VisCent,R,cortical
17Networks_RH_VisCent_ExStr_10,27.0,-86.0,23.0,VisCent,R,cortical
17Networks_RH_VisPeri_ExStrInf_1,18.0,-36.0,-12.0,VisPeri,R,cortical
17Networks_RH_VisPeri_ExStrInf_2,9.0,-72.0,-5.0,VisPeri,R,cortical
17Networks_RH_VisPeri_ExStrInf_3,13.0,-58.0,-3.0,VisPeri,R,cortical
17Networks_RH_VisPeri_ExStrInf_4,17.0,-45.0,-1.0,VisPeri,R,cortical
17Networks_RH_VisPeri_StriCal_1,9.0,-74.0,9.0,VisPeri,R,cortical
17Networks_RH_VisPeri_StriCal_2,22.0,-60.0,7.0,VisPeri,R,cortical
17Networks_RH_VisPeri_ExStrSup_1,9.0,-88.0,24.0,VisPeri,R,cortical
17Networks_RH_VisPeri_ExStrSup_2,13.0,-73.0,26.0,VisPeri,R,cortical
17Networks_RH_VisPeri_ExStrSup_3,20.0,-84.0,41.0,VisPeri,R,cortical
17Networks_RH_SomMotA_1,52.0,-13.0,50.0,SomMotA,R,cortical
17Networks_RH_SomMotA_2,46.0,-10.0,48.0,SomMotA,R,cortical
17Networks_RH_SomMotA_3,50.0,-24.0,54.0,SomMotA,R,cortical
17Networks_RH_SomMotA_4,7.0,-11.0,50.0,SomMotA,R,cortical
17Networks_RH_SomMotA_5,39.0,-25.0,57.0,SomMotA,R,cortical
17Networks_RH_SomMotA_6,33.0,-34.0,62.0,SomMotA,R,cortical
17Networks_RH_SomMotA_7,37.0,-20.0,64.0,SomMotA,R,cortical
17Networks_RH_SomMotA_8,9.0,-40.0,65.0,SomMotA,R,cortical
17Networks_RH_SomMotA_9,5.0,-23.0,65.0,SomMotA,R,cortical
17Networks_RH_SomMotA_10,24.0,-28.0,66.0,SomMotA,R,cortical
17Networks_RH_SomMotA_11,23.0,-35.0,70.0,SomMotA,R,cortical
17Networks_RH_SomMotA_12,22.0,-24.0,68.0,SomMotA,R,cortical
17Networks_RH_SomMotA_13,18.0,-10.0,71.0,SomMotA,R,cortical
17Networks_RH_SomMotA_14,12.0,-37.0,77.0,SomMotA,R,cortical
17Networks_RH_SomMotA_15,13.0,-29.0,73.0,SomMotA,R,cortical
17Networks_RH_SomMotB_Aud_1,53.0,-10.0,3.0,SomMotB,R,cortical
17Networks_RH_SomMotB_S2_1,35.0,-21.0,14.0,SomMotB,R,cortical
17Networks_RH_SomMotB_S2_2,40.0,-10.0,15.0,SomMotB,R,cortical
17Networks_RH_SomMotB_Aud_2,61.0,-24.0,11.0,SomMotB,R,cortical
17Networks_RH_SomMotB_S2_3,42.0,-28.0,18.0,SomMotB,R,cortical
17Networks_RH_SomMotB_S2_4,59.0,0.0,11.0,SomMotB,R,cortical
17Networks_RH_SomMotB_S2_5,54.0,-14.0,16.0,SomMotB,R,cortical
17Networks_RH_SomMotB_Cent_1,61.0,-4.0,26.0,SomMotB,R,cortical
17Networks_RH_SomMotB_Cent_2,52.0,-8.0,37.0,SomMotB,R,cortical
17Networks_RH_DorsAttnA_TempOcc_1,50.0,-53.0,-16.0,DorsAttnA,R,cortical
17Networks_RH_DorsAttnA_ParOcc_1,49.0,-64.0,4.0,DorsAttnA,R,cortical
17Networks_RH_DorsAttnA_ParOcc_2,54.0,-56.0,14.0,DorsAttnA,R,cortical
17Networks_RH_DorsAttnA_ParOcc_3,35.0,-77.0,25.0,DorsAttnA,R,cortical
17Networks_RH_DorsAttnA_SPL_1,27.0,-67.0,42.0,DorsAttnA,R,cortical
17Networks_RH_DorsAttnA_SPL_2,16.0,-72.0,54.0,DorsAttnA,R,cortical
17Networks_RH_DorsAttnA_SPL_3,34.0,-50.0,52.0,DorsAttnA,R,cortical
17Networks_RH_DorsAttnA_SPL_4,26.0,-59.0,61.0,DorsAttnA,R,cortical
17Networks_RH_DorsAttnB_PostC_1,58.0,-14.0,35.0,DorsAttnB,R,cortical
17Networks_RH_DorsAttnB_PostC_2,54.0,-24.0,43.0,DorsAttnB,R,cortical
17Networks_RH_DorsAttnB_PostC_3,39.0,-32.0,46.0,DorsAttnB,R,cortical
17Networks_RH_DorsAttnB_PostC_4,33.0,-41.0,64.0,DorsAttnB,R,cortical
17Networks_RH_DorsAttnB_PostC_5,8.0,-56.0,61.0,DorsAttnB,R,cortical
17Networks_RH_DorsAttnB_PostC_6,21.0,-48.0,71.0,DorsAttnB,R,cortical
17Networks_RH_DorsAttnB_FEF_1,35.0,-4.0,52.0,DorsAttnB,R,cortical
17Networks_RH_DorsAttnB_FEF_2,26.0,-9.0,62.0,DorsAttnB,R,cortical
17Networks_RH_SalVentAttnA_ParOper_1,64.0,-33.0,23.0,SalVentAttnA,R,cortical
17Networks_RH_SalVentAttnA_ParOper_2,53.0,-29.0,26.0,SalVentAttnA,R,cortical
17Networks_RH_SalVentAttnA_ParOper_3,62.0,-20.0,24.0,SalVentAttnA,R,cortical
17Networks_RH_SalVentAttnA_ParOper_4,63.0,-26.0,39.0,SalVentAttnA,R,cortical
17Networks_RH_SalVentAttnA_PrC_1,51.0,4.0,40.0,SalVentAttnA,R,cortical
17Networks_RH_SalVentAttnA_Ins_1,40.0,5.0,-11.0,SalVentAttnA,R,cortical
17Networks_RH_SalVentAttnA_Ins_2,40.0,-11.0,-2.0,SalVentAttnA,R,cortical
17Networks_RH_SalVentAttnA_Ins_3,39.0,4.0,7.0,SalVentAttnA,R,cortical
17Networks_RH_SalVentAttnA_FrOper_1,50.0,5.0,4.0,SalVentAttnA,R,cortical
17Networks_RH_SalVentAttnA_FrMed_1,7.0,9.0,41.0,SalVentAttnA,R,cortical
17Networks_RH_SalVentAttnA_ParMed_1,7.0,-16.0,40.0,SalVentAttnA,R,cortical
17Networks_RH_SalVentAttnA_ParMed_2,11.0,-37.0,45.0,SalVentAttnA,R,cortical
17Networks_RH_SalVentAttnA_ParMed_3,11.0,-35.0,53.0,SalVentAttnA,R,cortical
17Networks_RH_SalVentAttnA_FrMed_2,6.0,0.0,64.0,SalVentAttnA,R,cortical
17Networks_RH_SalVentAttnA_FrMed_3,16.0,6.0,69.0,SalVentAttnA,R,cortical
17Networks_RH_SalVentAttnB_IPL_1,62.0,-38.0,38.0,SalVentAttnB,R,cortical
17Networks_RH_SalVentAttnB_PFClv_1,44.0,44.0,11.0,SalVentAttnB,R,cortical
17Networks_RH_SalVentAttnB_PFCl_1,35.0,45.0,27.0,SalVentAttnB,R,cortical
17Networks_RH_SalVentAttnB_PFCl_2,26.0,51.0,28.0,SalVentAttnB,R,cortical
17Networks_RH_SalVentAttnB_Ins_1,34.0,21.0,-9.0,SalVentAttnB,R,cortical
17Networks_RH_SalVentAttnB_Ins_2,38.0,21.0,4.0,SalVentAttnB,R,cortical
17Networks_RH_SalVentAttnB_PFCmp_1,7.0,30.0,28.0,SalVentAttnB,R,cortical
17Networks_RH_SalVentAttnB_PFCmp_2,5.0,19.0,54.0,SalVentAttnB,R,cortical
17Networks_RH_LimbicB_OFC_1,13.0,27.0,-21.0,LimbicB,R,cortical
17Networks_RH_LimbicB_OFC_2,26.0,21.0,-20.0,LimbicB,R,cortical
17Networks_RH_LimbicB_OFC_3,4.0,25.0,-22.0,LimbicB,R,cortical
17Networks_RH_LimbicB_OFC_4,10.0,52.0,-21.0,LimbicB,R,cortical
17Networks_RH_LimbicB_OFC_5,7.0,64.0,-7.0,LimbicB,R,cortical
17Networks_RH_LimbicA_TempPole_1,35.0,-1.0,-44.0,LimbicA,R,cortical
17Networks_RH_LimbicA_TempPole_2,29.0,12.0,-34.0,LimbicA,R,cortical
17Networks_RH_LimbicA_TempPole_3,26.0,-9.0,-33.0,LimbicA,R,cortical
17Networks_RH_LimbicA_TempPole_4,52.0,-14.0,-34.0,LimbicA,R,cortical
17Networks_RH_LimbicA_TempPole_5,42.0,-20.0,-28.0,LimbicA,R,cortical
17Networks_RH_LimbicA_TempPole_6,46.0,10.0,-16.0,LimbicA,R,cortical
17Networks_RH_ContA_Temp_1,60.0,-53.0,-4.0,ContA,R,cortical
17Networks_RH_ContA_IPS_1,35.0,-70.0,45.0,ContA,R,cortical
17Networks_RH_ContA_IPS_2,52.0,-34.0,52.0,ContA,R,cortical
17Networks_RH_ContA_IPS_3,40.0,-41.0,45.0,ContA,R,cortical
17Networks_RH_ContA_PFCd_1,25.0,8.0,58.0,ContA,R,cortical
17Networks_RH_ContA_PFCl_1,53.0,13.0,14.0,ContA,R,cortical
17Networks_RH_ContA_PFCl_2,48.0,31.0,21.0,ContA,R,cortical
17Networks_RH_ContA_PFCl_3,49.0,8.0,25.0,ContA,R,cortical
17Networks_RH_ContA_PFCl_4,41.0,15.0,30.0,ContA,R,cortical
17Networks_RH_ContA_Cingm_1,5.0,1.0,30.0,ContA,R,cortical
17Networks_RH_ContB_Temp_1,62.0,-34.0,-17.0,ContB,R,cortical
17Networks_RH_ContB_IPL_1,55.0,-52.0,41.0,ContB,R,cortical
17Networks_RH_ContB_IPL_2,53.0,-42.0,48.0,ContB,R,cortical
17Networks_RH_ContB_IPL_3,41.0,-54.0,48.0,ContB,R,cortical
17Networks_RH_ContB_PFCld_1,39.0,33.0,38.0,ContB,R,cortical
17Networks_RH_ContB_PFCld_2,43.0,15.0,47.0,ContB,R,cortical
17Networks_RH_ContB_PFCld_3,31.0,17.0,53.0,ContB,R,cortical
17Networks_RH_ContB_PFClv_1,30.0,42.0,-14.0,ContB,R,cortical
17Networks_RH_ContB_PFClv_2,22.0,63.0,-7.0,ContB,R,cortical
17Networks_RH_ContB_PFClv_3,42.0,51.0,-7.0,ContB,R,cortical
17Networks_RH_ContB_PFClv_4,30.0,57.0,7.0,ContB,R,cortical
17Networks_RH_ContB_PFCmp_1,5.0,40.0,43.0,ContB,R,cortical
17Networks_RH_ContC_pCun_1,14.0,-70.0,37.0,ContC,R,cortical
17Networks_RH_ContC_pCun_2,7.0,-50.0,45.0,ContC,R,cortical
17Networks_RH_ContC_pCun_3,5.0,-66.0,47.0,ContC,R,cortical
17Networks_RH_ContC_Cingp_1,6.0,-26.0,29.0,ContC,R,cortical
17Networks_RH_DefaultA_Temp_1,60.0,-7.0,-21.0,DefaultA,R,cortical
17Networks_RH_DefaultA_IPL_1,53.0,-52.0,24.0,DefaultA,R,cortical
17Networks_RH_DefaultA_IPL_2,47.0,-65.0,42.0,DefaultA,R,cortical
17Networks_RH_DefaultA_PFCd_1,25.0,30.0,45.0,DefaultA,R,cortical
17Networks_RH_DefaultA_pCunPCC_1,5.0,-54.0,24.0,DefaultA,R,cortical
17Networks_RH_DefaultA_pCunPCC_2,6.0,-37.0,36.0,DefaultA,R,cortical
17Networks_RH_DefaultA_pCunPCC_3,7.0,-57.0,35.0,DefaultA,R,cortical
17Networks_RH_DefaultA_PFCm_1,5.0,39.0,-11.0,DefaultA,R,cortical
17Networks_RH_DefaultA_PFCm_2,8.0,43.0,5.0,DefaultA,R,cortical
17Networks_RH_DefaultA_PFCm_3,18.0,65.0,16.0,DefaultA,R,cortical
17Networks_RH_DefaultA_PFCm_4,6.0,55.0,17.0,DefaultA,R,cortical
17Networks_RH_DefaultA_PFCm_5,6.0,25.0,18.0,DefaultA,R,cortical
17Networks_RH_DefaultB_Temp_1,63.0,-28.0,-5.0,DefaultB,R,cortical
17Networks_RH_DefaultB_AntTemp_1,47.0,13.0,-32.0,DefaultB,R,cortical
17Networks_RH_DefaultB_PFCd_1,16.0,49.0,41.0,DefaultB,R,cortical
17Networks_RH_DefaultB_PFCd_2,14.0,24.0,60.0,DefaultB,R,cortical
17Networks_RH_DefaultB_PFCv_1,42.0,28.0,-15.0,DefaultB,R,cortical
17Networks_RH_DefaultB_PFCv_2,49.0,32.0,-4.0,DefaultB,R,cortical
17Networks_RH_DefaultB_PFCv_3,54.0,24.0,7.0,DefaultB,R,cortical
17Networks_RH_DefaultC_IPL_1,47.0,-69.0,26.0,DefaultC,R,cortical
17Networks_RH_DefaultC_Rsp_1,10.0,-51.0,10.0,DefaultC,R,cortical
17Networks_RH_DefaultC_Rsp_2,16.0,-58.0,21.0,DefaultC,R,cortical
17Networks_RH_DefaultC_PHC_1,28.0,-28.0,-20.0,DefaultC,R,cortical
17Networks_RH_TempPar_1,54.0,-1.0,-13.0,TempPar,R,cortical
17Networks_RH_TempPar_2,50.0,-19.0,-9.0,TempPar,R,cortical
17Networks_RH_TempPar_3,63.0,-19.0,0.0,TempPar,R,cortical
17Networks_RH_TempPar_4,51.0,-32.0,1.0,TempPar,R,cortical
17Networks_RH_TempPar_5,57.0,-45.0,9.0,TempPar,R,cortical
17Networks_RH_TempPar_6,60.0,-37.0,12.0,TempPar,R,cortical
17Networks_RH_TempPar_7,55.0,-43.0,26.0,TempPar,R,cortical
